Importador (prob.);Cuit;Mes/Año;Fecha oficialización;Destinación;Despacho;Posición SIM;Descripción;Descripción NCM;Descripción SIM;Aduana;Origen;Pais de procedencia;Medio;Transporte;Cond. venta;Kg. netos;Kg. Brutos;Divisa;Flete;Cantidad estadística;Unidad estadística;Unidad declarada;Seguro dólar;Estado de la mercadería;Item - sub ítem;Cantidad declarada;Precio unitario en divisas;Fob total en divisas;Precio unitario en dólares;Fob total en dólares;CIF;Marca;Modelo;Versión;Código;Presentación;Vencimiento;Base imponible;% Derechos;Derechos de importación;Derechos de importación en garantía;% Estadística;Tasa estadística;Tasa estadistica monto maximo;% IVA;IVA;IVA en garantía;% IVA adicional;IVA adicional insc.;% IIBB;IIBB;% Ganancias;Impuesto a las ganancias;Impuesto a las ganancias en garantía;% Arancel SIM;Arancel SIM;Código;Detalle;;;;;;;;;;
VIAL INTERAMERICANA SRL;30712982205;mar-20;3/3/2020;CONSUMO;20001IC04037729R;8429.51.99.000T;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Las demás; Las demás;Buenos Aires;CHINA;CHINA;Acuatica;CSE19120221;FOB;14366,7;17000;Dólar Estadounidense;1500;0;No Encontrado;Unidad;422;nvo.s/uso imp;0001 - 0000;1;40700;40700;40700;40700;42622;TAURUS;CTX956;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;5967;0;0;0;0;0;5102;0;0;4859;0;1227;0;2915;0;0;10;CA00; ;NA03;  DE CAPACIDAD DE CUCHARA SUPERIOR A 2 m3 ;ZA; 002019 AÑO DE FABRACACION ;ZB; 004500 CILINDRADA EN cm3 ;ZC; 000160 POTENCIA EN kW. ;;
VIAL INTERAMERICANA SRL;30712982205;mar-20;3/3/2020;CONSUMO;20001IC04037765R;8429.51.99.000T;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Las demás; Las demás;Buenos Aires;CHINA;CHINA;Acuatica;CSE19120038;FOB;13596,85;16089,04;Dólar Estadounidense;2177,14;0;No Encontrado;Unidad;324,31;nvo.s/uso imp;0001 - 0001;3;10350;31050;10350;31050;33551,45;TAURUS;CTX926;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;6319;0;0;0;0;0;5578;0;0;5312;0;1299;0;3087;0;0;10;CA00; ;NA01;  DE CAPACIDAD DE CUCHARA HASTA 0.5 m3 ;ZA; 002019 AÑO DE FABRACACION ;ZB; 003000 CILINDRADA EN cm3 ;ZC; 000063 POTENCIA EN kW. ;;
VIAL INTERAMERICANA SRL;30712982205;mar-20;3/3/2020;CONSUMO;20001IC04037765R;8429.51.99.000T;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Las demás; Las demás;Buenos Aires;CHINA;CHINA;Acuatica;CSE19120038;FOB;4532,28;5363,01;Dólar Estadounidense;725,71;0;No Encontrado;Unidad;108,1;nvo.s/uso imp;0001 - 0002;1;9288;9288;9288;9288;10121,81;TAURUS;CTX926;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;;;;;;;;;;;;;;;;;;;;CA00; ;NA01;  DE CAPACIDAD DE CUCHARA HASTA 0.5 m3 ;ZA; 002019 AÑO DE FABRACACION ;ZB; 003000 CILINDRADA EN cm3 ;ZC; 000063 POTENCIA EN kW. ;;
ARGENTAURUS S.R.L.;30708407751;mar-20;3/3/2020;CONSUMO;20001IC04037841M;8429.51.99.000T;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Las demás; Las demás;Buenos Aires;CHINA;CHINA;Acuatica;CSE19120189;FOB;9545,1;11294,64;Dólar Estadounidense;1411,83;0;No Encontrado;Unidad;268,72;nvo.s/uso imp;0001 - 0000;2;12730;25460;12730;25460;27140,55;TAURUS;TL2500;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;4037;0;0;0;0;0;3654;0;0;3480;0;823;0;1972;0;0;10;CA00; ;NA01;  DE CAPACIDAD DE CUCHARA HASTA 0.5 m3 ;ZA; 002019 AÑO DE FABRACACION ;ZB; 003000 CILINDRADA EN cm3 ;ZC; 000063 POTENCIA EN kW. ;;
GRUAS SAN BLAS S A;30660920451;mar-20;3/3/2020;CONSUMO;20033ZFE1001678X;8429.51.99.000T;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Las demás; Las demás;La Plata;REP. CHECA;ZF LA PLATA (BS AS);Camion;;FOB;2112,79;2500,04;Dólar Estadounidense;321,94;0;No Encontrado;Unidad;271,25;nvo.s/uso imp;0001 - 0000;1;26807,45;26807,45;26807,45;26807,45;27400,64;BOBCAT;S570;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;3836;0;0;0;0;0;3280;0;0;3124;0;797;0;1874;0;0;10;CA00; ;NA01;  DE CAPACIDAD DE CUCHARA HASTA 0.5 m3 ;ZA; 002019 AÑO DE FABRACACION ;ZB; 002600 CILINDRADA EN cm3 ;ZC; 000046 POTENCIA EN kW. ;;
GRUAS SAN BLAS S A;30660920451;mar-20;3/3/2020;CONSUMO;20033ZFE1001680B;8429.51.92.000P;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; De potencia en el volante inferior o igual a; De potencia en el volante inferior o igual a;La Plata;REP. CHECA;ZF LA PLATA (BS AS);Camion;;FOB;2015,27;2384,65;Dólar Estadounidense;313,35;0;No Encontrado;Unidad;262,07;nvo.s/uso imp;0001 - 0000;1;25899,34;25899,34;25899,34;25899,34;26474,76;BOBCAT;S530;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;3836;0;0;0;0;0;9183;0;0;8746;0;2252;0;5248;0;0;10;CA00; ;NA01;  DE CAPACIDAD DE CUCHARA HASTA 0.5 m3 ;ZA; 002019 AÑO DE FABRACACION ;ZB; 002400 CILINDRADA EN cm3 ;ZC; 000036 POTENCIA EN kW. ;;
GRUAS SAN BLAS S A;30660920451;mar-20;3/3/2020;CONSUMO;20033ZFE1001680B;8429.51.99.000T;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Las demás; Las demás;La Plata;REP. CHECA;ZF LA PLATA (BS AS);Camion;;FOB;2085,93;2468,26;Dólar Estadounidense;324,34;0;No Encontrado;Unidad;271,26;nvo.s/uso imp;0002 - 0000;1;26807,43;26807,43;26807,43;26807,43;27403,03;BOBCAT;S570;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  DE CAPACIDAD DE CUCHARA HASTA 0.5 m3 ;ZA; 002019 AÑO DE FABRACACION ;ZB; 002600 CILINDRADA EN cm3 ;ZC; 000046 POTENCIA EN kW. ;;
ESCANDINAVIA DEL PLATA SA;30709246476;mar-20;5/3/2020;CONSUMO;20001IC04040029E;8429.51.99.000T;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Las demás; Las demás;Buenos Aires;CHINA;CHINA;Acuatica;SUDUN9471ALESU1Z;CFR;14831,51;17550;Dólar Estadounidense;2275;0;No Encontrado;Unidad;634,6;nvo.s/uso imp;0001 - 0000;1;61185;61185;61185;61185;64094,6;SDLG;L958F;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;8973;0;0;0;0;0;7672;0;0;0;0;1874;0;0;0;0;10;CA00; ;NA00; ;ZA; 002019 AÑO DE FABRACACION ;ZB; 009730 CILINDRADA EN cm3 ;ZC; 000162 POTENCIA EN kW. ;;
ESCANDINAVIA DEL PLATA SA;30709246476;mar-20;5/3/2020;CONSUMO;20001IC04040037D;8429.51.99.000T;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Las demás; Las demás;Buenos Aires;CHINA;CHINA;Acuatica;SUDUN9471ALESULT;CFR;10462,34;12380;Dólar Estadounidense;4264;0;No Encontrado;Unidad;447,6;nvo.s/uso imp;0001 - 0000;2;20248;40496;20248;40496;45207,6;SDLG;LG918;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;6329;0;0;0;0;0;5411;0;0;0;0;1325;0;0;0;0;10;CA00; ;NA00; ;ZA; 002019 AÑO DE FABRACACION ;ZB; 003900 CILINDRADA EN cm3 ;ZC; 000058 POTENCIA EN kW. ;;
SERVICIOS A.M.G. VIAL SOCIEDAD;30714579815;mar-20;5/3/2020;CONSUMO;20001IC04040180C;8429.51.92.000P;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; De potencia en el volante inferior o igual a; De potencia en el volante inferior o igual a;Buenos Aires;CHINA;CHINA;Acuatica;FC20070;FOB;12000,42;14200;Dólar Estadounidense;1800;0;No Encontrado;Unidad;484;nvo.s/uso imp;0001 - 0000;5;19000;95000;19000;95000;97284;LONKING;CDM307;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;10215;0;0;0;0;2432;0;5837;0;0;10;CA00; ;NA00; ;ZA; 002020 AÑO DE FABRACACION ;ZB; 001995 CILINDRADA EN cm3 ;ZC; 000042 POTENCIA EN kW. ;;
MYN GROUP;30712192484;mar-20;5/3/2020;CONSUMO;20001IC06002386K;8429.51.99.000T;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Las demás; Las demás;Buenos Aires;CHINA;CHINA;No Declara;;CIF;9914,96;11732,29;Dólar Estadounidense;1334;0;No Encontrado;Unidad;206,96;nvo.s/uso imp;0001 - 0000;1;38436;38436;38436;38436;39976,96;SINOMACH;937H;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;5885;0;0;1;0;0;5150;0;0;4905;0;1198;0;2874;0;0;10;CA00; ;NA02;  DE CAPACIDAD DE CUCHARA SUPERIOR A 0.5 m3 E INFERIOR O IGUAL A 2 m3 ;ZA; 002018 AÑO DE FABRACACION ;ZB; 005900 CILINDRADA EN cm3 ;ZC; 000097 POTENCIA EN kW. ;;
IGARRETA MAQUINAS SA;30682440003;mar-20;5/3/2020;CONSUMO;20008IC04002128J;8429.51.99.000T;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Las demás; Las demás;Campana;BRASIL;BRASIL;Acuatica;NYKS867018090;FOB;12253,95;14500;Dólar Estadounidense;1533,86;0;No Encontrado;Unidad;1267,34;nvo.s/uso imp;0001 - 0000;1;125200;125200;125200;125200;128001,2;KOMATSU;WA320 6;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;13440;0;0;12800;0;3237;0;7680;0;0;10;CA00; ;NA02;  DE CAPACIDAD DE CUCHARA SUPERIOR A 0.5 m3 E INFERIOR O IGUAL A 2 m3 ;ZA; 002020 AÑO DE FABRACACION ;ZB; 006690 CILINDRADA EN cm3 ;ZC; 000125 POTENCIA EN kW. ;;
IGARRETA MAQUINAS SA;30682440003;mar-20;5/3/2020;CONSUMO;20008IC04002129K;8429.51.99.000T;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Las demás; Las demás;Campana;BRASIL;BRASIL;Acuatica;NYKS867018089;FOB;12253,95;14500;Dólar Estadounidense;1533,86;0;No Encontrado;Unidad;1267,34;nvo.s/uso imp;0001 - 0000;1;125200;125200;125200;125200;128001,2;KOMATSU;WA320 6;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;13440;0;0;12800;0;3237;0;7680;0;0;10;CA00; ;NA02;  DE CAPACIDAD DE CUCHARA SUPERIOR A 0.5 m3 E INFERIOR O IGUAL A 2 m3 ;ZA; 002020 AÑO DE FABRACACION ;ZB; 006690 CILINDRADA EN cm3 ;ZC; 000125 POTENCIA EN kW. ;;
SACDE SOCIEDAD ARGENTINA DE CO;30568457451;mar-20;5/3/2020;CONSUMO;20008IC04002135H;8429.51.99.000T;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Las demás; Las demás;Campana;BRASIL;BRASIL;Acuatica;S318015692;CIF;43100,11;51000,01;Euro;5731,19;0;No Encontrado;Unidad;3230,31;nvo.s/uso imp;0001 - 0000;2;282000,04;564000,08;314119,845;628239,69;637201,19;LIEBHERR;L 580;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;67837;0;0;0;0;0;0;0;0;0;10;CA00; ;NA03;  DE CAPACIDAD DE CUCHARA SUPERIOR A 2 m3 ;ZA; 002020 AÑO DE FABRACACION ;ZB; 009000 CILINDRADA EN cm3 ;ZC; 000200 POTENCIA EN kW. ;;
ESCANDINAVIA DEL PLATA SA;30709246476;mar-20;10/3/2020;CONSUMO;20001IC04043353H;8429.51.99.000T;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Las demás; Las demás;Buenos Aires;CHINA;CHINA;Acuatica;SUDUN9471AL7P5P7;CFR;17366,81;20550;Dólar Estadounidense;4264;0;No Encontrado;Unidad;736,04;nvo.s/uso imp;0001 - 0000;2;34670;69340;34670;69340;74340,04;SDLG;LG938L;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;10408;0;0;0;0;0;8899;0;0;0;0;2174;0;0;0;0;10;CA00; ;NA02;  DE CAPACIDAD DE CUCHARA SUPERIOR A 0.5 m3 E INFERIOR O IGUAL A 2 m3 ;ZA; 002019 AÑO DE FABRACACION ;ZB; 005900 CILINDRADA EN cm3 ;ZC; 000097 POTENCIA EN kW. ;;
ARGENTAURUS S.R.L.;30708407751;mar-20;10/3/2020;CONSUMO;20001IC04043434H;8429.51.99.000T;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Las demás; Las demás;Buenos Aires;CHINA;CHINA;Acuatica;CSE19120280;FOB;7947,59;9404,32;Dólar Estadounidense;1102,07;0;No Encontrado;Unidad;265,62;nvo.s/uso imp;0001 - 0000;2;12730;25460;12730;25460;26827,69;TAURUS;TL2500;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;5112;0;0;0;0;0;5530;0;0;5267;0;1043;0;2498;0;0;10;CA00; ;NA01;  DE CAPACIDAD DE CUCHARA HASTA 0.5 m3 ;ZA; 002020 AÑO DE FABRACACION ;ZB; 003000 CILINDRADA EN cm3 ;ZC; 000063 POTENCIA EN kW. ;;
BRAMAQ SRL;30639620480;mar-20;10/3/2020;CONSUMO;20001IC04043591L;8429.51.99.000T;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Las demás; Las demás;Buenos Aires;CHINA;CHINA;Acuatica;QDSM19110165-A;FOB;14032,89;16605;Dólar Estadounidense;2830;0;No Encontrado;Unidad;46,39;nvo.s/uso imp;0001 - 0000;1;43560;43560;43560;43560;46436,39;SHANTUI;SL50WN;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;6501;0;0;0;0;0;5558;0;0;5294;0;1324;0;3176;0;0;10;CA00; ;NA00; ;ZA; 002019 AÑO DE FABRACACION ;ZB; 009730 CILINDRADA EN cm3 ;ZC; 000162 POTENCIA EN kW. ;;
COR-VIAL S.A.;30711406995;mar-20;10/3/2020;CONSUMO;20033ZFE1001969L;8429.51.99.000T;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Las demás; Las demás;La Plata;CHINA;ARGENTINA;Camion;;CIF;52217,04;61788;Dólar Estadounidense;15300,96;0;No Encontrado;Unidad;2694,72;nvo.s/uso imp;0001 - 0000;6;35191;211146;35191;211146;229141,68;ASTARSA;937H;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;31533;0;0;0;0;0;26961;0;0;25677;0;7087;0;15406;0;0;10;CA00; ;NA02;  DE CAPACIDAD DE CUCHARA SUPERIOR A 0.5 m3 E INFERIOR O IGUAL A 2 m3 ;ZA; 002016 AÑO DE FABRACACION ;ZB; 005900 CILINDRADA EN cm3 ;ZC; 000087 POTENCIA EN kW. ;;
PRODUSERVICE SRL;30655330867;mar-20;11/3/2020;CONSUMO;20001IC04043936Y;8427.90.00.900T;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  -Las demás carretillas;  Las demás;Buenos Aires;CHINA;CHINA;Acuatica;TCNB2001292;FOB;253,7;300,2;Dólar Estadounidense;46,98;0;No Encontrado;Unidad;18,71;nvo.s/uso imp;0005 - 0000;1;1824;1824;1824;1824;1889,69;ZHEJIANG E/P;EPT 20/12EZ PRO;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;;;;;;;;;;
PRODUSERVICE SRL;30655330867;mar-20;11/3/2020;CONSUMO;20001IC04043936Y;8427.90.00.900T;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  -Las demás carretillas;  Las demás;Buenos Aires;CHINA;CHINA;Acuatica;TCNB2001292;FOB;507,39;600,39;Dólar Estadounidense;93,95;0;No Encontrado;Unidad;37,42;nvo.s/uso imp;0006 - 0000;2;1824;3648;1824;3648;3779,37;ZHEJIANG E/P;EPT20/12 EZ PRO;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;;;;;;;;;;
PRODUSERVICE SRL;30655330867;mar-20;11/3/2020;CONSUMO;20001IC04043936Y;8427.90.00.900T;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  -Las demás carretillas;  Las demás;Buenos Aires;CHINA;CHINA;Acuatica;TCNB2001292;FOB;731,88;866,03;Dólar Estadounidense;135,52;0;No Encontrado;Unidad;53,98;nvo.s/uso imp;0007 - 0000;3;1754;5262;1754;5262;5451,5;ZHEJIANG E/P;EPT20/12EZ PRO;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;;;;;;;;;;
ARGENTAURUS S.R.L.;30708407751;mar-20;11/3/2020;CONSUMO;20001IC04044248L;8429.51.99.000T;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Las demás; Las demás;Buenos Aires;CHINA;CHINA;Acuatica;CSE19120352;FOB;3765,46;4455,64;Dólar Estadounidense;596,74;0;No Encontrado;Unidad;133,27;nvo.s/uso imp;0001 - 0000;1;12730;12730;12730;12730;13460,01;TAURUS;TL2500;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;2940;0;0;0;0;0;4764;0;0;4537;0;921;0;2206;0;0;10;CA00; ;NA01;  DE CAPACIDAD DE CUCHARA HASTA 0.5 m3 ;ZA; 002020 AÑO DE FABRACACION ;ZB; 003000 CILINDRADA EN cm3 ;ZC; 000063 POTENCIA EN kW. ;;
ARGENTAURUS S.R.L.;30708407751;mar-20;11/3/2020;CONSUMO;20001IC04044248L;8429.51.92.000P;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; De potencia en el volante inferior o igual a; De potencia en el volante inferior o igual a;Buenos Aires;CHINA;CHINA;Acuatica;CSE19120352;FOB;3590,94;4249,13;Dólar Estadounidense;569,08;0;No Encontrado;Unidad;127,09;nvo.s/uso imp;0003 - 0000;1;12140;12140;12140;12140;12836,17;TAURUS;TL1500;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  DE CAPACIDAD DE CUCHARA HASTA 0.5 m3 ;ZA; 002020 AÑO DE FABRACACION ;ZB; 002000 CILINDRADA EN cm3 ;ZC; 000041 POTENCIA EN kW. ;;
AZZOLLINI CONSTRUCCIONES SRL;30638749870;mar-20;11/3/2020;CONSUMO;20001IC04044258M;8426.20.00.000B;"  GRÚAS Y APARATOS DE ELEVACIÓN SOBRE CABLE AEREO;   CARRETILLAS GRÚA."; GrÅ“as de torre; GrÅ“as de torre;Buenos Aires;ESPA#A;ESPA#A;Acuatica;H01EMSO20002400;FOB;21992,9;26024,02;Euro;3230,47;0;No Encontrado;Unidad;198,36;No Encontrado;0001 - 0000;1;32150,02;32150,02;36442,01;36442,01;39870,84;JASO;J4510;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;4479;0;0;0;0;0;0;0;0;0;10;CA00; ;;;;;;;;;;
MYN GROUP;30712192484;mar-20;11/3/2020;CONSUMO;20001IC06002607G;8429.51.92.000P;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; De potencia en el volante inferior o igual a; De potencia en el volante inferior o igual a;Buenos Aires;CHINA;CHINA;No Declara;;CIF;5070,6;6000;Dólar Estadounidense;588,77;0;No Encontrado;Unidad;205,56;nvo.s/uso imp;0001 - 0000;2;20046;40092;20046;40092;40886,33;SINOMACH;NW50;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;4338;0;0;4132;0;1033;0;2479;0;0;10;CA00; ;NA01;  DE CAPACIDAD DE CUCHARA HASTA 0.5 m3 ;ZA; 002018 AÑO DE FABRACACION ;ZB; 002670 CILINDRADA EN cm3 ;ZC; 000040 POTENCIA EN kW. ;;
MYN GROUP;30712192484;mar-20;11/3/2020;CONSUMO;20001IC06002609X;8429.51.99.000T;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Las demás; Las demás;Buenos Aires;CHINA;CHINA;No Declara;;CIF;16122,62;19077,77;Dólar Estadounidense;2093,03;0;No Encontrado;Unidad;163,96;nvo.s/uso imp;0003 - 0000;3;9486;28458;9486;28458;30714,99;SINOMACH;930;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA02;  DE CAPACIDAD DE CUCHARA SUPERIOR A 0.5 m3 E INFERIOR O IGUAL A 2 m3 ;ZA; 002018 AÑO DE FABRACACION ;ZB; 004300 CILINDRADA EN cm3 ;ZC; 000076 POTENCIA EN kW. ;;
BISCAYNE SERVICIOS  S A;33678195249;mar-20;11/3/2020;CONSUMO;20001IC06002625G;8429.51.99.000T;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Las demás; Las demás;Buenos Aires;CHINA;CHINA;No Declara;;CIF;11882,11;14060;Dólar Estadounidense;3400;0;No Encontrado;Unidad;120;nvo.s/uso imp;0001 - 0000;4;20760;83040;20760;83040;86560;LONKING;CDM312;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;12118;0;0;0;0;0;10361;0;0;0;0;2505;0;5921;0;0;10;CA00; ;NA02;  DE CAPACIDAD DE CUCHARA SUPERIOR A 0.5 m3 E INFERIOR O IGUAL A 2 m3 ;ZA; 002017 AÑO DE FABRACACION ;ZB; 003170 CILINDRADA EN cm3 ;ZC; 000055 POTENCIA EN kW. ;;
COOPERATIVA DE PROVISION DE SE;30669427227;mar-20;12/3/2020;CONSUMO;20008IC04002348N;8429.51.92.000P;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; De potencia en el volante inferior o igual a; De potencia en el volante inferior o igual a;Campana;CHINA;CHINA;Acuatica;GGLQDOE2001079;FOB;3607,03;4268,17;Dólar Estadounidense;745,89;0;No Encontrado;Unidad;137,66;nvo.s/uso imp;0001 - 0000;1;13020;13020;13020;13020;13903,55;SAKUMATTO;5310;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;2751;0;0;0;0;0;3812;0;0;0;0;1089;0;2178;0;0;10;CA00; ;NA02;  DE CAPACIDAD DE CUCHARA SUPERIOR A 0.5 m3 E INFERIOR O IGUAL A 2 m3 ;ZA; 002019 AÑO DE FABRACACION ;ZB; 003168 CILINDRADA EN cm3 ;ZC; 000040 POTENCIA EN kW. ;;
COOPERATIVA DE PROVISION DE SE;30669427227;mar-20;12/3/2020;CONSUMO;20008IC04002348N;8429.51.99.000T;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Las demás; Las demás;Campana;CHINA;CHINA;Acuatica;GGLQDOE2001079;FOB;5097,5;6031,83;Dólar Estadounidense;1054,11;0;No Encontrado;Unidad;194,54;nvo.s/uso imp;0002 - 0000;1;18400;18400;18400;18400;19648,65;SAKUMATTO;7010;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA02;  DE CAPACIDAD DE CUCHARA SUPERIOR A 0.5 m3 E INFERIOR O IGUAL A 2 m3 ;ZA; 002019 AÑO DE FABRACACION ;ZB; 006234 CILINDRADA EN cm3 ;ZC; 000070 POTENCIA EN kW. ;;
INDUSTRIAS MOVILIFT S.R.L.;30709443026;mar-20;13/3/2020;CONSUMO;20001IC04045866S;8427.90.00.900T;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  -Las demás carretillas;  Las demás;Buenos Aires;CHINA;CHINA;Acuatica;BK2030009;FOB;1258,89;1489,64;Dólar Estadounidense;138,13;0;No Encontrado;Unidad;19,89;nvo.s/uso imp;0002 - 0000;24;160;3840;160;3840;3998,02;HELI;PALLET TRUCKS;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;;;;;;;;;;
TRANSPALET S.A;30709361895;mar-20;13/3/2020;CONSUMO;20001IC04046090X;8427.90.00.900T;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  -Las demás carretillas;  Las demás;Buenos Aires;CHINA;CHINA;Acuatica;ZHIBUE201048;FOB;457,2;541;Dólar Estadounidense;17,15;0;No Encontrado;Unidad;45,32;nvo.s/uso imp;0001 - 0001;1;3750;3750;3750;3750;3812,47;S/M;GTWY/8;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;1282;0;0;0;0;0;1096;0;0;1044;0;260;0;626;0;0;10;CA00; ;;;;;;;;;;
